"filename", "language", "Properties", "pip requirements", "Python", "JSON", "Docker", "Markdown", "YAML", "XML", "HTML", "SCSS", "JavaScript", "CSS", "comment", "blank", "total"
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\vanillajs-datepicker\dist\js\locales\tr.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 4, 1, 18
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\vanillajs-datepicker\dist\js\locales\uk.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 4, 1, 18
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\vanillajs-datepicker\dist\js\locales\uz-cyrl.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 4, 1, 19
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\vanillajs-datepicker\dist\js\locales\uz-latn.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 4, 1, 19
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\vanillajs-datepicker\dist\js\locales\vi.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 4, 1, 17
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\vanillajs-datepicker\dist\js\locales\zh-CN.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 4, 1, 20
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\vanillajs-datepicker\dist\js\locales\zh-TW.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 5, 1, 19
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\waypoints\lib\jquery.waypoints.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\waypoints\lib\noframework.waypoints.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\waypoints\lib\shortcuts\infinite.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\waypoints\lib\shortcuts\inview.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\waypoints\lib\shortcuts\sticky.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\waypoints\lib\waypoints.debug.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 6, 4, 46
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\waypoints\lib\zepto.waypoints.min.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 6, 0, 7
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\assets\vendor\waypoints\testem.json", "JSON", 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 7, 1, 25
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\static\sitemap.xml", "XML", 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 1, 4, 17
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\accounts\login.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 21, 10, 107
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\accounts\register.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 97, 0, 0, 0, 21, 13, 131
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\components-buttons.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 235, 0, 0, 0, 19, 11, 265
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\components-forms.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 189, 0, 0, 0, 25, 9, 223
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\components-modals.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 297, 0, 0, 0, 30, 8, 335
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\components-notifications.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 0, 2, 22, 256
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\components-typography.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 193, 0, 0, 0, 8, 8, 209
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\dashboard.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 565, 0, 0, 0, 10, 7, 582
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 715, 0, 0, 0, 35, 24, 774
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\page-403.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 2, 7, 36
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\page-404.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 7, 34
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\page-500.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 2, 7, 34
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\page-forgot-password.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 4, 7, 47
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\page-lock.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 4, 7, 52
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\page-reset-password.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 8, 7, 68
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\page-sign-in.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 81, 0, 0, 0, 6, 7, 94
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\page-sign-up.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 8, 7, 104
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\settings.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 324, 0, 0, 0, 4, 7, 335
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\tables-bootstrap-tables.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 426, 0, 0, 0, 24, 18, 468
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\home\transactions.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 396, 0, 0, 0, 13, 10, 419
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\includes\footer.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 1, 20
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\includes\navigation.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 159, 0, 0, 0, 8, 0, 167
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\includes\scripts.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 13, 14, 42
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\includes\settings-box.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 0, 0, 3, 29
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\includes\sidebar.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 1, 226
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\layouts\base-fullscreen.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 0, 27, 17, 87
"f:\pr\Stats-Production\Yobi-Frontend-master\apps\templates\layouts\base.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 23, 21, 91
"f:\pr\Stats-Production\Yobi-Frontend-master\core\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 5
"f:\pr\Stats-Production\Yobi-Frontend-master\core\asgi.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 13
"f:\pr\Stats-Production\Yobi-Frontend-master\core\settings.py", "Python", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 27, 127
"f:\pr\Stats-Production\Yobi-Frontend-master\core\urls.py", "Python", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 14
"f:\pr\Stats-Production\Yobi-Frontend-master\core\wsgi.py", "Python", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 13
"f:\pr\Stats-Production\Yobi-Frontend-master\docker-compose.yml", "YAML", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 1, 28
"f:\pr\Stats-Production\Yobi-Frontend-master\gunicorn-cfg.py", "Python", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 12
"f:\pr\Stats-Production\Yobi-Frontend-master\manage.py", "Python", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 23
"f:\pr\Stats-Production\Yobi-Frontend-master\nginx\appseed-app.conf", "Properties", 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"f:\pr\Stats-Production\Yobi-Frontend-master\package.json", "JSON", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21
"f:\pr\Stats-Production\Yobi-Frontend-master\requirements.txt", "pip requirements", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"Total", "-", 12, 12, 260, 141, 8, 268, 27, 7366, 4655, 4732, 10889, 16971, 2623, 5266, 53230
